name_slug,twok_year,Rating,Team,Height,Wingspan
lonnie-walker-iv,NBA 2K20,73,San Antonio Spurs,"6'4"" (193cm)","6'11"" (211cm)"
lonnie-walker-iv,NBA 2K19,73,San Antonio Spurs,"6'4"" (193cm)","6'11"" (211cm)"
trendon-watford,NBA 2K25,76,Brooklyn Nets,"6'8"" (203cm)","7'2"" (218cm)"
trendon-watford,NBA 2K24,76,Brooklyn Nets,"6'8"" (203cm)","7'2"" (218cm)"
trendon-watford,NBA 2K23,74,Portland Trail Blazers,"6'8"" (203cm)","7'2"" (218cm)"
trendon-watford,NBA 2K22,76,Portland Trail Blazers,"6'8"" (203cm)","7'2"" (218cm)"
keon-johnson,NBA 2K25,76,Brooklyn Nets,"6'3"" (191cm)","6'7"" (201cm)"
keon-johnson,NBA 2K24,70,Brooklyn Nets,"6'3"" (191cm)","6'7"" (201cm)"
keon-johnson,NBA 2K23,71,Portland Trail Blazers,"6'3"" (191cm)","6'7"" (201cm)"
keon-johnson,NBA 2K22,72,Los Angeles Clippers,"6'3"" (191cm)","6'7"" (201cm)"
jacob-gilyard,NBA 2K25,71,Free Agent,"5'8"" (173cm)","5'10"" (178cm)"
jacob-gilyard,NBA 2K24,69,"Brooklyn Nets, Memphis Grizzlies","5'8"" (173cm)","5'10"" (178cm)"
jacob-gilyard,NBA 2K23,69,Memphis Grizzlies,"5'8"" (173cm)","5'10"" (178cm)"
armoni-brooks,NBA 2K25,69,Free Agent,"6'3"" (191cm)","6'9"" (206cm)"
armoni-brooks,NBA 2K24,69,Free Agent,"6'3"" (191cm)","6'9"" (206cm)"
armoni-brooks,NBA 2K23,71,Toronto Raptors,"6'3"" (191cm)","6'9"" (206cm)"
armoni-brooks,NBA 2K22,73,Houston Rockets,"6'3"" (191cm)","6'9"" (206cm)"
armoni-brooks,NBA 2K21,69,Houston Rockets,"6'3"" (191cm)","6'9"" (206cm)"
harry-giles,NBA 2K25,69,Free Agent,"6'10"" (208cm)","7'3"" (221cm)"
harry-giles,NBA 2K24,70,"Brooklyn Nets, Los Angeles Lakers","6'10"" (208cm)","7'3"" (221cm)"
harry-giles,NBA 2K23,71,Free Agent,"6'10"" (208cm)","7'3"" (221cm)"
harry-giles,NBA 2K22,71,Free Agent,"6'10"" (208cm)","7'3"" (221cm)"
harry-giles,NBA 2K21,73,Portland Trail Blazers,"6'10"" (208cm)","7'3"" (221cm)"
harry-giles,NBA 2K20,77,Sacramento Kings,"6'10"" (208cm)","7'3"" (221cm)"
harry-giles,NBA 2K19,74,Sacramento Kings,"6'10"" (208cm)","7'3"" (221cm)"
harry-giles,NBA 2K18,70,Sacramento Kings,"6'10"" (208cm)","7'3"" (221cm)"
keita-bates-diop,NBA 2K25,72,Free Agent,"6'8"" (203cm)","7'3"" (221cm)"
keita-bates-diop,NBA 2K24,75,"Brooklyn Nets, Phoenix Suns","6'8"" (203cm)","7'3"" (221cm)"
keita-bates-diop,NBA 2K23,74,San Antonio Spurs,"6'8"" (203cm)","7'3"" (221cm)"
keita-bates-diop,NBA 2K22,75,San Antonio Spurs,"6'8"" (203cm)","7'3"" (221cm)"
keita-bates-diop,NBA 2K21,72,San Antonio Spurs,"6'8"" (203cm)","7'3"" (221cm)"
keita-bates-diop,NBA 2K20,72,"Denver Nuggets, Minnesota Timberwolves","6'8"" (203cm)","7'3"" (221cm)"
keita-bates-diop,NBA 2K19,69,Minnesota Timberwolves,"6'8"" (203cm)","7'3"" (221cm)"
james-harden,NBA 2K25,88,Los Angeles Clippers,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K24,89,Los Angeles Clippers,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K23,89,Philadelphia 76ers,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K22,94,"Brooklyn Nets, Philadelphia 76ers","6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K21,96,"Brooklyn Nets, Houston Rockets","6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K20,96,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K19,96,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K18,95,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K17,90,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K16,92,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K15,88,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K14,88,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K13,81,Houston Rockets,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K12,74,Oklahoma City Thunder,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K11,74,Oklahoma City Thunder,"6'5"" (196cm)","6'11"" (211cm)"
james-harden,NBA 2K10,76,Oklahoma City Thunder,"6'5"" (196cm)","6'11"" (211cm)"
bruce-brown,NBA 2K25,76,"New Orleans Pelicans, Toronto Raptors","6'4"" (193cm)","6'9"" (206cm)"
bruce-brown,NBA 2K24,80,"Indiana Pacers, Toronto Raptors","6'4"" (193cm)","6'9"" (206cm)"
bruce-brown,NBA 2K23,76,Denver Nuggets,"6'4"" (193cm)","6'9"" (206cm)"
bruce-brown,NBA 2K22,77,Brooklyn Nets,"6'4"" (193cm)","6'9"" (206cm)"
bruce-brown,NBA 2K21,78,Brooklyn Nets,"6'4"" (193cm)","6'9"" (206cm)"
bruce-brown,NBA 2K20,75,Detroit Pistons,"6'4"" (193cm)","6'9"" (206cm)"
bruce-brown,NBA 2K19,71,Detroit Pistons,"6'4"" (193cm)","6'9"" (206cm)"
andre-drummond,NBA 2K25,77,Philadelphia 76ers,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K24,77,Chicago Bulls,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K23,79,Chicago Bulls,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K22,82,"Brooklyn Nets, Philadelphia 76ers","6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K21,83,"Cleveland Cavaliers, Los Angeles Lakers","6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K20,85,Cleveland Cavaliers,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K19,87,Detroit Pistons,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K18,87,Detroit Pistons,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K17,85,Detroit Pistons,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K16,89,Detroit Pistons,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K15,85,Detroit Pistons,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K14,82,Detroit Pistons,"6'11"" (211cm)","7'6"" (229cm)"
andre-drummond,NBA 2K13,71,Detroit Pistons,"6'11"" (211cm)","7'6"" (229cm)"
james-johnson,NBA 2K25,70,Indiana Pacers,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K24,70,Indiana Pacers,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K23,71,Indiana Pacers,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K22,74,Brooklyn Nets,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K21,75,"Dallas Mavericks, New Orleans Pelicans","6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K20,76,"Miami Heat, Minnesota Timberwolves","6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K19,75,Miami Heat,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K18,78,Miami Heat,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K17,79,Miami Heat,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K16,73,Toronto Raptors,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K15,77,Toronto Raptors,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K14,68,Memphis Grizzlies,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K13,67,Sacramento Kings,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K12,63,Toronto Raptors,"6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K11,74,"Chicago Bulls, Toronto Raptors","6'7"" (201cm)","7'1"" (216cm)"
james-johnson,NBA 2K10,63,Chicago Bulls,"6'7"" (201cm)","7'1"" (216cm)"
jevon-carter,NBA 2K25,74,Chicago Bulls,"6'1"" (185cm)","6'4"" (193cm)"
jevon-carter,NBA 2K24,75,Chicago Bulls,"6'1"" (185cm)","6'4"" (193cm)"
jevon-carter,NBA 2K23,74,Milwaukee Bucks,"6'1"" (185cm)","6'4"" (193cm)"
jevon-carter,NBA 2K22,73,"Brooklyn Nets, Milwaukee Bucks","6'1"" (185cm)","6'4"" (193cm)"
jevon-carter,NBA 2K21,74,Phoenix Suns,"6'1"" (185cm)","6'4"" (193cm)"
jevon-carter,NBA 2K20,72,Phoenix Suns,"6'1"" (185cm)","6'4"" (193cm)"
jevon-carter,NBA 2K19,70,Memphis Grizzlies,"6'1"" (185cm)","6'4"" (193cm)"
shaquille-harrison,NBA 2K25,69,Free Agent,"6'4"" (193cm)","6'7"" (201cm)"
shaquille-harrison,NBA 2K24,69,Free Agent,"6'4"" (193cm)","6'7"" (201cm)"
shaquille-harrison,NBA 2K23,69,Portland Trail Blazers,"6'4"" (193cm)","6'7"" (201cm)"
shaquille-harrison,NBA 2K22,70,Brooklyn Nets,"6'4"" (193cm)","6'7"" (201cm)"
shaquille-harrison,NBA 2K21,73,"Denver Nuggets, Utah Jazz","6'4"" (193cm)","6'7"" (201cm)"
shaquille-harrison,NBA 2K20,73,Chicago Bulls,"6'4"" (193cm)","6'7"" (201cm)"
shaquille-harrison,NBA 2K19,73,Chicago Bulls,"6'4"" (193cm)","6'7"" (201cm)"
shaquille-harrison,NBA 2K18,69,Phoenix Suns,"6'4"" (193cm)","6'7"" (201cm)"
wenyen-gabriel,NBA 2K25,72,Free Agent,"6'9"" (206cm)","6'11"" (211cm)"
wenyen-gabriel,NBA 2K24,74,Free Agent,"6'9"" (206cm)","6'11"" (211cm)"
wenyen-gabriel,NBA 2K23,71,Los Angeles Lakers,"6'9"" (206cm)","6'11"" (211cm)"
wenyen-gabriel,NBA 2K22,70,"Brooklyn Nets, Los Angeles Clippers, Los Angeles Lakers","6'9"" (206cm)","6'11"" (211cm)"
wenyen-gabriel,NBA 2K21,70,New Orleans Pelicans,"6'9"" (206cm)","6'11"" (211cm)"
wenyen-gabriel,NBA 2K20,68,"Portland Trail Blazers, Sacramento Kings","6'9"" (206cm)","6'11"" (211cm)"
spencer-dinwiddie,NBA 2K25,78,Dallas Mavericks,"6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K24,81,"Brooklyn Nets, Los Angeles Lakers","6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K23,80,"Brooklyn Nets, Dallas Mavericks","6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K22,81,"Dallas Mavericks, Washington Wizards","6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K21,83,Brooklyn Nets,"6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K20,83,Brooklyn Nets,"6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K19,82,Brooklyn Nets,"6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K18,78,Brooklyn Nets,"6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K17,73,Brooklyn Nets,"6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K16,68,Detroit Pistons,"6'5"" (196cm)","6'8"" (203cm)"
spencer-dinwiddie,NBA 2K15,67,Detroit Pistons,"6'5"" (196cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K25,77,"Detroit Pistons, Golden State Warriors","6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K24,77,"Brooklyn Nets, Toronto Raptors","6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K23,77,Los Angeles Lakers,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K22,76,"Boston Celtics, Houston Rockets","6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K21,78,Los Angeles Lakers,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K20,81,Oklahoma City Thunder,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K19,77,Oklahoma City Thunder,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K18,81,Atlanta Hawks,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K17,81,Atlanta Hawks,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K16,79,Atlanta Hawks,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K15,75,Atlanta Hawks,"6'1"" (185cm)","6'8"" (203cm)"
dennis-schroder,NBA 2K14,69,Atlanta Hawks,"6'1"" (185cm)","6'8"" (203cm)"
tim-hardaway-jr,NBA 2K25,79,Detroit Pistons,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K24,78,Dallas Mavericks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K23,77,Dallas Mavericks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K22,77,Dallas Mavericks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K21,80,Dallas Mavericks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K20,79,Dallas Mavericks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K19,74,"Dallas Mavericks, New York Knicks","6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K18,79,New York Knicks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K17,79,Atlanta Hawks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K16,73,Atlanta Hawks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K15,72,New York Knicks,"6'5"" (196cm)","6'7"" (201cm)"
tim-hardaway-jr,NBA 2K14,74,New York Knicks,"6'5"" (196cm)","6'7"" (201cm)"
justin-holiday,NBA 2K25,73,Free Agent,"6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K24,73,Denver Nuggets,"6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K23,72,"Atlanta Hawks, Dallas Mavericks","6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K22,73,"Indiana Pacers, Sacramento Kings","6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K21,73,Indiana Pacers,"6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K20,76,Indiana Pacers,"6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K19,74,"Chicago Bulls, Memphis Grizzlies","6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K18,74,Chicago Bulls,"6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K17,72,New York Knicks,"6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K16,72,"Atlanta Hawks, Chicago Bulls","6'6"" (198cm)","7'0"" (213cm)"
justin-holiday,NBA 2K15,60,Golden State Warriors,"6'6"" (198cm)","7'0"" (213cm)"
al-horford,NBA 2K25,80,Boston Celtics,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K24,82,Boston Celtics,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K23,82,Boston Celtics,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K22,80,Boston Celtics,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K21,81,Oklahoma City Thunder,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K20,82,Philadelphia 76ers,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K19,86,Boston Celtics,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K18,86,Boston Celtics,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K17,83,Boston Celtics,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K16,86,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K15,83,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K14,83,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K13,85,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K12,80,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K11,87,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K10,79,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K9,77,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
al-horford,NBA 2K8,82,Atlanta Hawks,"6'9"" (206cm)","7'1"" (216cm)"
john-collins,NBA 2K25,85,Utah Jazz,"6'9"" (206cm)","6'11"" (211cm)"
john-collins,NBA 2K24,80,Utah Jazz,"6'9"" (206cm)","6'11"" (211cm)"
john-collins,NBA 2K23,83,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
john-collins,NBA 2K22,83,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
john-collins,NBA 2K21,85,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
john-collins,NBA 2K20,86,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
john-collins,NBA 2K19,84,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
john-collins,NBA 2K18,78,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
taurean-prince,NBA 2K25,76,Milwaukee Bucks,"6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K24,75,Los Angeles Lakers,"6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K23,76,Minnesota Timberwolves,"6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K22,76,Minnesota Timberwolves,"6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K21,74,"Brooklyn Nets, Cleveland Cavaliers","6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K20,73,Brooklyn Nets,"6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K19,77,Atlanta Hawks,"6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K18,79,Atlanta Hawks,"6'6"" (198cm)","7'0"" (213cm)"
taurean-prince,NBA 2K17,72,Atlanta Hawks,"6'6"" (198cm)","7'0"" (213cm)"
kevin-huerter,NBA 2K25,77,"Chicago Bulls, Sacramento Kings","6'7"" (201cm)","6'8"" (203cm)"
kevin-huerter,NBA 2K24,80,Sacramento Kings,"6'7"" (201cm)","6'8"" (203cm)"
kevin-huerter,NBA 2K23,76,Sacramento Kings,"6'7"" (201cm)","6'8"" (203cm)"
kevin-huerter,NBA 2K22,76,Atlanta Hawks,"6'7"" (201cm)","6'8"" (203cm)"
kevin-huerter,NBA 2K21,76,Atlanta Hawks,"6'7"" (201cm)","6'8"" (203cm)"
kevin-huerter,NBA 2K20,75,Atlanta Hawks,"6'7"" (201cm)","6'8"" (203cm)"
kevin-huerter,NBA 2K19,74,Atlanta Hawks,"6'7"" (201cm)","6'8"" (203cm)"
alex-len,NBA 2K25,74,"Los Angeles Lakers, Sacramento Kings","7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K24,71,Sacramento Kings,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K23,74,Sacramento Kings,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K22,75,Sacramento Kings,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K21,77,"Toronto Raptors, Washington Wizards","7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K20,77,"Atlanta Hawks, Sacramento Kings","7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K19,78,Atlanta Hawks,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K18,77,Phoenix Suns,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K17,75,Phoenix Suns,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K16,75,Phoenix Suns,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K15,76,Phoenix Suns,"7'0"" (213cm)","7'4"" (224cm)"
alex-len,NBA 2K14,63,Phoenix Suns,"7'0"" (213cm)","7'4"" (224cm)"
damion-lee,NBA 2K25,74,Phoenix Suns,"6'6"" (198cm)","6'8"" (203cm)"
damion-lee,NBA 2K24,75,Phoenix Suns,"6'6"" (198cm)","6'8"" (203cm)"
damion-lee,NBA 2K23,73,Phoenix Suns,"6'6"" (198cm)","6'8"" (203cm)"
damion-lee,NBA 2K22,74,Golden State Warriors,"6'6"" (198cm)","6'8"" (203cm)"
damion-lee,NBA 2K21,74,Golden State Warriors,"6'6"" (198cm)","6'8"" (203cm)"
damion-lee,NBA 2K20,76,Golden State Warriors,"6'6"" (198cm)","6'8"" (203cm)"
damion-lee,NBA 2K19,70,Golden State Warriors,"6'6"" (198cm)","6'8"" (203cm)"
damion-lee,NBA 2K18,70,Atlanta Hawks,"6'6"" (198cm)","6'8"" (203cm)"
damian-jones,NBA 2K25,70,Free Agent,"6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K24,72,Cleveland Cavaliers,"6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K23,72,"Los Angeles Lakers, Utah Jazz","6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K22,73,Sacramento Kings,"6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K21,73,"Los Angeles Lakers, Phoenix Suns, Sacramento Kings","6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K20,75,Atlanta Hawks,"6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K19,75,Golden State Warriors,"6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K18,70,Golden State Warriors,"6'10"" (208cm)","7'4"" (224cm)"
damian-jones,NBA 2K17,68,Golden State Warriors,"6'10"" (208cm)","7'4"" (224cm)"
bruno-fernando,NBA 2K25,71,Free Agent,"6'9"" (206cm)","7'3"" (221cm)"
bruno-fernando,NBA 2K24,74,Atlanta Hawks,"6'9"" (206cm)","7'3"" (221cm)"
bruno-fernando,NBA 2K23,72,"Atlanta Hawks, Houston Rockets","6'9"" (206cm)","7'3"" (221cm)"
bruno-fernando,NBA 2K22,73,"Boston Celtics, Houston Rockets","6'9"" (206cm)","7'3"" (221cm)"
bruno-fernando,NBA 2K21,72,Atlanta Hawks,"6'9"" (206cm)","7'3"" (221cm)"
bruno-fernando,NBA 2K20,75,Atlanta Hawks,"6'9"" (206cm)","7'3"" (221cm)"
charlie-brown-jr,NBA 2K25,68,Free Agent,"6'6"" (198cm)","6'7"" (201cm)"
charlie-brown-jr,NBA 2K24,68,New York Knicks,"6'6"" (198cm)","6'7"" (201cm)"
charlie-brown-jr,NBA 2K23,68,Free Agent,"6'6"" (198cm)","6'7"" (201cm)"
charlie-brown-jr,NBA 2K22,69,"Dallas Mavericks, Philadelphia 76ers","6'6"" (198cm)","6'7"" (201cm)"
charlie-brown-jr,NBA 2K21,70,Oklahoma City Thunder,"6'6"" (198cm)","6'7"" (201cm)"
charlie-brown-jr,NBA 2K20,69,Atlanta Hawks,"6'6"" (198cm)","6'7"" (201cm)"
clint-capela,NBA 2K25,80,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K24,82,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K23,84,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K22,85,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K21,86,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K20,86,Houston Rockets,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K19,87,Houston Rockets,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K18,86,Houston Rockets,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K17,79,Houston Rockets,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K16,75,Houston Rockets,"6'10"" (208cm)","7'5"" (226cm)"
clint-capela,NBA 2K15,65,Houston Rockets,"6'10"" (208cm)","7'5"" (226cm)"
bogdan-bogdanovic,NBA 2K25,78,"Atlanta Hawks, Los Angeles Clippers","6'5"" (196cm)","6'11"" (211cm)"
bogdan-bogdanovic,NBA 2K24,79,Atlanta Hawks,"6'5"" (196cm)","6'11"" (211cm)"
bogdan-bogdanovic,NBA 2K23,80,Atlanta Hawks,"6'5"" (196cm)","6'11"" (211cm)"
bogdan-bogdanovic,NBA 2K22,80,Atlanta Hawks,"6'5"" (196cm)","6'11"" (211cm)"
bogdan-bogdanovic,NBA 2K21,81,Atlanta Hawks,"6'5"" (196cm)","6'11"" (211cm)"
bogdan-bogdanovic,NBA 2K20,79,Sacramento Kings,"6'5"" (196cm)","6'11"" (211cm)"
bogdan-bogdanovic,NBA 2K19,78,Sacramento Kings,"6'5"" (196cm)","6'11"" (211cm)"
bogdan-bogdanovic,NBA 2K18,77,Sacramento Kings,"6'5"" (196cm)","6'11"" (211cm)"
danilo-gallinari,NBA 2K25,74,Free Agent,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K24,77,"Detroit Pistons, Milwaukee Bucks, Washington Wizards","6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K23,78,Atlanta Hawks,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K22,81,Atlanta Hawks,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K21,84,Atlanta Hawks,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K20,85,Oklahoma City Thunder,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K19,77,Los Angeles Clippers,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K18,80,Los Angeles Clippers,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K17,81,Denver Nuggets,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K16,76,Denver Nuggets,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K15,77,Denver Nuggets,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K14,74,Denver Nuggets,"6'10"" (208cm)","7'1"" (216cm)"
danilo-gallinari,NBA 2K13,76,Denver Nuggets,"6'10"" (208cm)","7'1"" (216cm)"
