year,rank,name,rating
2014,137,Alec Burks,76
2014,137,Channing Frye,76
2014,137,Tobias Harris,76
2014,137,Spencer Hawes,76
2014,137,Jordan Hill,76
2014,137,Courtney Lee,76
2014,137,Nerlens Noel,76
2014,137,Julius Randle,76
2014,137,Terrence Ross,76
2014,137,Marcus Smart,76
2014,137,Tristan Thompson,76
2014,137,Marcus Thornton,76
2014,137,PJ Tucker,76
2014,137,Evan Turner,76
2014,137,Greivis Vasquez,76
2014,137,Maurice Williams,76
2014,137,Nate Robinson,76
2014,137,Steve Nash,76
2014,137,Andre Miller,76
2014,137,Kirk Hinrich,76
2014,137,Danny Granger,76
2014,137,Caron Butler,76
2014,137,Chris Kaman,76
2014,137,Samuel Dalembert,76
2014,165,Chris Andersen,75
2014,165,Brandon Bass,75
2014,165,Marco Belinelli,75
2014,165,Corey Brewer,75
2014,165,Trey Burke,75
2014,165,DeMarre Carroll,75
2014,165,Devin Harris,75
2014,165,John Henson,75
2014,165,Enes Kanter,75
2014,165,Ian Mahinmi,75
2014,165,Doug McDermott,75
2014,165,Jodie Meeks,75
2014,165,Khris Middleton,75
2014,165,Nikola Mirotic,75
2014,165,Marcus Morris,75
2014,165,Patrick Patterson,75
2014,165,Rodney Stuckey,75
2014,165,Anderson Varejao,75
2014,165,CJ Watson,75
2014,165,Brandan Wright,75
2014,165,Mario Chalmers,75
2014,165,Nate Wolters,75
2014,165,Norris Cole,75
2014,165,Gary Neal,75
2014,165,Tayshaun Prince,75
2014,165,Carl Landry,75
2014,165,Thomas Robinson,75
2014,165,Jason Thompson,75
2014,193,Steven Adams,74
2014,193,Al-Farouq Aminu,74
2014,193,Giannis Antetokounmpo,74
2014,193,Jose Juan Barea,74
2014,193,Jerryd Bayless,74
2014,193,Kent Bazemore,74
2014,193,Trevor Booker,74
2014,193,Nick Collison,74
2014,193,Jared Dudley,74
2014,193,Mike Dunleavy,74
2014,193,Dante Exum,74
2014,193,Raymond Felton,74
2014,193,Randy Foye,74
2014,193,Aaron Gordon,74
2014,193,Moe Harkless,74
2014,193,Jarrett Jack,74
2014,193,Shaun Livingston,74
2014,193,Luc Mbah a Moute,74
2014,193,Ray McCallum,74
2014,193,JaVale McGee,74
2014,193,Ben McLemore,74
2014,193,Josh McRoberts,74
2014,193,Mike Miller,74
2014,193,Timofey Mozgov,74
2014,193,Shabazz Napier,74
2014,193,Kelly Olynyk,74
2014,193,Elfrid Payton,74
2014,193,Brian Roberts,74
2014,193,Thabo Sefolosha,74
2014,193,Ramon Sessions,74
2014,193,Kyle Singler,74
2014,193,Nik Stauskas,74
2014,193,Jason Terry,74
2014,193,Beno Udrih,74
2014,193,Tony Wroten,74
2014,193,Kendall Marshall,74
2014,193,Andrei Kirilenko,74
2014,193,Gerald Wallace,74
2014,193,Glen Davis,74
2014,193,Reggie Evans,74
2014,193,Kendrick Perkins,74
2014,193,Kevin Seraphin,74
2014,235,Bismack Biyombo,73
2014,235,Aaron Brooks,73
2014,235,Ed Davis,73
2014,235,Kris Humphries,73
2014,235,Ersan Ilyasova,73
2014,235,Wesley Johnson,73
2014,235,Cory Joseph,73
2014,235,Jeremy Lamb,73
2014,235,CJ Miles,73
2014,235,Anthony Morrow,73
2014,235,Anthony Tolliver,73
2014,235,Marvin Williams,73
2014,235,Cody Zeller,73
2014,235,Jason Richardson,73
2014,235,Xavier Henry,73
2014,235,John Salmons,73
2014,235,Martell Webster,73
2014,235,Tyler Hansbrough,73
2014,235,Matt Bonner,73
2014,254,Michael Beasley,72
2014,254,Bojan Bogdanovic,72
2014,254,Kentavious Caldwell-Pope,72
2014,254,Isaiah Canaan,72
2014,254,Omri Casspi,72
2014,254,Jae Crowder,72
2014,254,Gorgui Dieng,72
2014,254,Evan Fournier,72
2014,254,Udonis Haslem,72
2014,254,Richard Jefferson,72
2014,254,Kosta Koufos,72
2014,254,Zach LaVine,72
2014,254,CJ McCollum,72
2014,254,Jameer Nelson,72
2014,254,Steve Novak,72
2014,254,Pablo Prigioni,72
2014,254,Austin Rivers,72
2014,254,Mike Scott,72
2014,254,Jason Smith,72
2014,254,Tony Snell,72
2014,254,Marreese Speights,72
2014,254,Noah Vonleh,72
2014,254,TJ Warren,72
2014,254,Shane Larkin,72
2014,254,Ben Gordon,72
2014,254,Luke Ridnour,72
2014,254,Jordan Farmar,72
2014,254,Jimmer Fredette,72
2014,254,Dorell Wright,72
2014,254,Andrea Bargnani,72
2014,254,Nick Calathes,72
2014,254,Vitor Faverani,72
2014,286,Jordan Adams,71
2014,286,Alan Anderson,71
2014,286,Troy Daniels,71
2014,286,Wayne Ellington,71
2014,286,Tyler Ennis,71
2014,286,Rudy Gobert,71
2014,286,Gary Harris,71
2014,286,Rodney Hood,71
2014,286,Jonas Jerebko,71
2014,286,Shelvin Mack,71
2014,286,Andrew Nicholson,71
2014,286,Adreian Payne,71
2014,286,Mirza Teletovic,71
2014,286,Hollis Thompson,71
2014,286,Derrick Williams,71
2014,286,Steve Blake,71
2014,286,Willie Green,71
2014,286,Chris Copeland,71
2014,286,DeJuan Blair,71
2014,286,Jeff Adrien,71
2014,286,Nick Johnson,71
2014,286,PJ Hairston,71
2014,286,Ryan Kelly,71
2014,286,Jarnell Stokes,71
2014,310,Will Barton,70
2014,310,Anthony Bennett,70
2014,310,Jordan Clarkson,70
2014,310,James Ennis,70
2014,310,Jeremy Evans,70
2014,310,James Johnson,70
2014,310,Kyle O'Quinn,70
2014,310,Dennis Schroeder,70
2014,310,Elliot Williams,70
2014,310,Tyler Zeller,70
2014,310,Will Bynum,70
2014,310,Alexey Shved,70
2014,310,Carlos Delfino,70
2014,310,Chase Budinger,70
2014,310,Cartier Martin,70
2014,310,Drew Gooden,70
2014,310,Phil Pressey,70
2014,310,Cleanthony Early,70
2014,328,Darrell Arthur,69
2014,328,Tarik Black,69
2014,328,Reggie Bullock,69
2014,328,Robert Covington,69
2014,328,Spencer Dinwiddie,69
2014,328,Tim Frazier,69
2014,328,Langston Galloway,69
2014,328,Alonzo Gee,69
2014,328,Archie Goodwin,69
2014,328,JaMychal Green,69
2014,328,Justin Hamilton,69
2014,328,Joe Ingles,69
2014,328,James Jones,69
2014,328,Joffrey Lauvergne,69
2014,328,Jon Leuer,69
2014,328,KJ McDaniels,69
2014,328,Donatas Motiejunas,69
2014,328,Jusuf Nurkic,69
2014,328,Zaza Pachulia,69
2014,328,Ronnie Price,69
2014,328,Damjan Rudez,69
2014,328,Brandon Rush,69
2014,328,Jeff Withey,69
2014,328,Marquis Teague,69
2014,328,John Lucas,69
2014,328,Jamaal Franklin,69
2014,328,Landry Fields,69
2014,328,Travis Outlaw,69
2014,328,Charlie Villanueva,69
2014,328,Perry Jones,69
2014,328,Chuck Hayes,69
2014,328,Glen Rice Jr,69
2014,328,Russ Smith,69
2014,328,Pero Antic,69
2014,328,Henry Sims,69
2014,363,Alexis Ajinca,68
2014,363,Lavoy Allen,68
2014,363,Aron Baynes,68
2014,363,Dante Cunningham,68
2014,363,Matthew Dellavedova,68
2014,363,Jerami Grant,68
2014,363,Joe Harris,68
2014,363,John Jenkins,68
2014,363,Tyler Johnson,68
2014,363,Alex Len,68
2014,363,Meyers Leonard,68
2014,363,E'Twaun Moore,68
2014,363,Mike Muscala,68
2014,363,Quincy Pondexter,68
2014,363,Otto Porter,68
2014,363,Andre Roberson,68
2014,363,Ishmael Smith,68
2014,363,Garrett Temple,68
2014,363,James Young,68
2014,363,Darius Miller,68
2014,363,Arnett Moultrie,68
2014,363,Carrick Felix,68
2014,363,Quincy Miller,68
2014,363,Joel Freeland,68
2014,363,Christapher Johnson,68
2014,363,Ronny Turiaf,68
2014,363,Markel Brown,68
2014,363,Robbie Hummel,68
2014,363,Mitch McGary,68
2014,363,Devyn Marble,68
2014,363,Erick Green,68
2014,363,Furkan Aldemir,68
2014,395,Quincy Acy,67
2014,395,Cole Aldrich,67
2014,395,Kyle Anderson,67
2014,395,Leandro Barbosa,67
2014,395,Clint Capela,67
2014,395,Ian Clark,67
2014,395,Allen Crabbe,67
2014,395,Festus Ezeli,67
2014,395,James Michael McAdoo,67
2014,395,Shabazz Muhammad,67
2014,395,Lucas Nogueira,67
2014,395,Dwight Powell,67
2014,395,Glenn Robinson III,67
2014,395,CJ Wilcox,67
2014,395,Nemanja Nedovic,67
2014,395,Ognjen Kuzmic,67
2014,395,Jannero Pargo,67
2014,395,Ricky Ledo,67
2014,395,Austin Daye,67
2014,395,Louis Amundson,67
2014,395,Jarvis Varnado,67
2014,395,Robert Sacre,67
2014,395,Aaron Gray,67
2014,395,Ryan Hollins,67
2014,395,Gal Mekel,67
2014,395,Gigi Datome,67
2014,395,Johnny O'Bryant,67
2014,395,Jeff Ayres,67
2014,395,Miroslav Raduljica,67
2014,395,Jeremy Tyler,67
2014,395,Josh Powell,67
2014,426,Luke Babbitt,66
2014,426,Dwight Buycks,66
2014,426,Dewayne Dedmon,66
2014,426,Solomon Hill,66
2014,426,Lance Thomas,66
2014,426,Reggie Williams,66
2014,426,Victor Claver,66
2014,426,Sergey Karasev,66
2014,426,Joel Anthony,66
2014,426,Malcolm Thomas,66
2014,426,Cory Jefferson,66
2014,437,Seth Curry,65
2014,437,Eric Moreland,65
2014,437,Brendan Haywood,65
2014,437,Donald Sloan,65
2014,437,Brandon Davies,65
2014,437,Shayne Whittington,65
2014,437,Hasheem Thabeet,65
2014,444,Bruno Caboclo,64
2014,444,Justin Holiday,64
2014,444,JaKarr Sampson,64
2014,444,Shavlik Randolph,64
2014,448,Hassan Whiteside,59
2015,1,LeBron James,94
2015,2,Stephen Curry,93
2015,3,Anthony Davis,92
2015,3,James Harden,92
2015,5,Kevin Durant,91
2015,6,Chris Paul,90
2015,7,Russell Westbrook,89
2015,8,LaMarcus Aldridge,88
2015,8,Carmelo Anthony,88
2015,8,Blake Griffin,88
2015,11,DeMarcus Cousins,87
2015,11,Marc Gasol,87
2015,11,Kyrie Irving,87
2015,11,Kawhi Leonard,87
2015,11,Klay Thompson,87
2015,11,John Wall,87
2015,11,Tim Duncan,87
2015,18,Jimmy Butler,86
2015,18,Pau Gasol,86
2015,18,Paul George,86
2015,18,Damian Lillard,86
2015,18,Dwyane Wade,86
2015,23,Mike Conley,85
2015,23,Dwight Howard,85
2015,23,Kobe Bryant,85
2015,26,Chris Bosh,84
2015,26,DeAndre Jordan,84
2015,26,Dirk Nowitzki,84
2015,26,Zach Randolph,84
2015,30,DeMar DeRozan,83
2015,30,Andre Drummond,83
2015,30,Rudy Gay,83
2015,30,Gordon Hayward,83
2015,30,Al Horford,83
2015,30,Al Jefferson,83
2015,30,Brook Lopez,83
2015,30,Kyle Lowry,83
2015,30,Paul Millsap,83
2015,30,Tony Parker,83
2015,30,Jeff Teague,83
2015,30,Nikola Vucevic,83
2015,42,Eric Bledsoe,82
2015,42,Derrick Favors,82
2015,42,Draymond Green,82
2015,42,Greg Monroe,82
2015,42,Derrick Rose,82
2015,47,Giannis Antetokounmpo,81
2015,47,Goran Dragic,81
2015,47,Monta Ellis,81
2015,47,Brandon Knight,81
2015,47,Ty Lawson,81
2015,47,Kevin Love,81
2015,47,Isaiah Thomas,81
2015,47,Kemba Walker,81
2015,47,Hassan Whiteside,81
2015,56,Bradley Beal,80
2015,56,Tyreke Evans,80
2015,56,Jrue Holiday,80
2015,56,Serge Ibaka,80
2015,56,Brandon Jennings,80
2015,56,Enes Kanter,80
2015,56,Victor Oladipo,80
2015,56,Andrew Wiggins,80
2015,56,Louis Williams,80
2015,65,DeMarre Carroll,79
2015,65,Tyson Chandler,79
2015,65,Darren Collison,79
2015,65,Jamal Crawford,79
2015,65,Kenneth Faried,79
2015,65,Rudy Gobert,79
2015,65,Tobias Harris,79
2015,65,Joe Johnson,79
2015,65,Kyle Korver,79
2015,65,Wesley Matthews,79
2015,65,Joakim Noah,79
2015,65,Chandler Parsons,79
2015,65,JJ Redick,79
2015,65,Kevin Martin,79
2015,79,Tony Allen,78
2015,79,Luol Deng,78
2015,79,Manu Ginobili,78
2015,79,Eric Gordon,78
2015,79,Marcin Gortat,78
2015,79,George Hill,78
2015,79,Reggie Jackson,78
2015,79,Michael Kidd-Gilchrist,78
2015,79,Khris Middleton,78
2015,79,Markieff Morris,78
2015,79,Paul Pierce,78
2015,79,Karl-Anthony Towns,78
2015,79,Jonas Valanciunas,78
2015,79,Deron Williams,78
2015,93,Harrison Barnes,77
2015,93,Nicolas Batum,77
2015,93,Andrew Bogut,77
2015,93,Avery Bradley,77
2015,93,Michael Carter-Williams,77
2015,93,Wilson Chandler,77
2015,93,Jeff Green,77
2015,93,Roy Hibbert,77
2015,93,Andre Iguodala,77
2015,93,Timofey Mozgov,77
2015,93,Nerlens Noel,77
2015,93,Jahlil Okafor,77
2015,93,Jabari Parker,77
2015,93,Nikola Pekovic,77
2015,93,Rajon Rondo,77
2015,93,Ricky Rubio,77
2015,93,D'Angelo Russell,77
2015,93,Jared Sullinger,77
2015,93,Tristan Thompson,77
2015,93,David West,77
2015,113,Steven Adams,76
2015,113,Ryan Anderson,76
2015,113,Omer Asik,76
2015,113,Patrick Beverley,76
2015,113,Corey Brewer,76
2015,113,Alec Burks,76
2015,113,Jae Crowder,76
2015,113,Ed Davis,76
2015,113,Joel Embiid,76
2015,113,Danilo Gallinari,76
2015,113,Kevin Garnett,76
2015,113,Taj Gibson,76
2015,113,Gerald Green,76
2015,113,Danny Green,76
2015,113,Nenê,76
2015,113,Amir Johnson,76
2015,113,David Lee,76
2015,113,Elfrid Payton,76
2015,113,Mason Plumlee,76
2015,113,Dennis Schroeder,76
2015,113,JR Smith,76
2015,113,Marreese Speights,76
2015,113,Tiago Splitter,76
2015,113,Rodney Stuckey,76
2015,113,Anderson Varejao,76
2015,113,Maurice Williams,76
2015,113,Tyler Zeller,76
2015,113,Amare Stoudemire,76
2015,113,Chris Kaman,76
2015,142,Arron Afflalo,75
2015,142,Trevor Ariza,75
2015,142,Aaron Brooks,75
2015,142,Jordan Clarkson,75
2015,142,Jared Dudley,75
2015,142,Jordan Hill,75
2015,142,Solomon Hill,75
2015,142,James Johnson,75
2015,142,Terrence Jones,75
2015,142,Courtney Lee,75
2015,142,Jeremy Lin,75
2015,142,Robin Lopez,75
2015,142,JaVale McGee,75
2015,142,Donatas Motiejunas,75
2015,142,Emmanuel Mudiay,75
2015,142,Shabazz Muhammad,75
2015,142,Luis Scola,75
2015,142,Iman Shumpert,75
2015,142,PJ Tucker,75
2015,142,Beno Udrih,75
2015,142,Brandan Wright,75
2015,142,Thaddeus Young,75
2015,142,Tony Wroten,75
2015,142,OJ Mayo,75
2015,142,Josh Smith,75
2015,167,Alexis Ajinca,74
2015,167,Leandro Barbosa,74
2015,167,Jose Juan Barea,74
2015,167,Brandon Bass,74
2015,167,Trevor Booker,74
2015,167,Willie Cauley-Stein,74
2015,167,Boris Diaw,74
2015,167,Gorgui Dieng,74
2015,167,Aaron Gordon,74
2015,167,Devin Harris,74
2015,167,Gerald Henderson,74
2015,167,John Henson,74
2015,167,Ersan Ilyasova,74
2015,167,Jarrett Jack,74
2015,167,Cory Joseph,74
2015,167,Alex Len,74
2015,167,Jodie Meeks,74
2015,167,Patrick Mills,74
2015,167,Nikola Mirotic,74
2015,167,Jusuf Nurkic,74
2015,167,Kelly Olynyk,74
2015,167,Patrick Patterson,74
2015,167,Kristaps Porzingis,74
2015,167,Julius Randle,74
2015,167,Thabo Sefolosha,74
2015,167,Marcus Smart,74
2015,167,Lance Stephenson,74
2015,167,Evan Turner,74
2015,167,CJ Watson,74
2015,167,Justise Winslow,74
2015,167,Cody Zeller,74
2015,167,Carl Landry,74
2015,167,Andrea Bargnani,74
2015,200,Al-Farouq Aminu,73
2015,200,Chris Andersen,73
2015,200,DJ Augustin,73
2015,200,Matt Barnes,73
2015,200,Will Barton,73
2015,200,Marco Belinelli,73
2015,200,Trey Burke,73
2015,200,Jose Calderon,73
2015,200,Kentavious Caldwell-Pope,73
2015,200,Isaiah Canaan,73
2015,200,Vince Carter,73
2015,200,Omri Casspi,73
2015,200,Nick Collison,73
2015,200,Robert Covington,73
2015,200,Mike Dunleavy,73
2015,200,Dante Exum,73
2015,200,Tim Hardaway Jr,73
2015,200,Mario Hezonja,73
2015,200,Stanley Johnson,73
2015,200,Tyler Johnson,73
2015,200,Frank Kaminsky,73
2015,200,Jeremy Lamb,73
2015,200,Zach LaVine,73
2015,200,Shaun Livingston,73
2015,200,Ian Mahinmi,73
2015,200,Ben McLemore,73
2015,200,CJ Miles,73
2015,200,Marcus Morris,73
2015,200,Zaza Pachulia,73
2015,200,Austin Rivers,73
2015,200,Terrence Ross,73
2015,200,Myles Turner,73
2015,200,Greivis Vasquez,73
2015,200,Dion Waiters,73
2015,200,Nick Young,73
2015,200,Andre Miller,73
2015,200,Donald Sloan,73
2015,200,Tayshaun Prince,73
2015,200,Thomas Robinson,73
2015,200,Tyler Hansbrough,73
2015,200,JJ Hickson,73
2015,200,Mitch McGary,73
2015,242,Cole Aldrich,72
2015,242,Jerryd Bayless,72
2015,242,Aron Baynes,72
2015,242,Kent Bazemore,72
2015,242,Bismack Biyombo,72
2015,242,Nemanja Bjelica,72
2015,242,Devin Booker,72
2015,242,Festus Ezeli,72
2015,242,Evan Fournier,72
2015,242,Randy Foye,72
2015,242,Langston Galloway,72
2015,242,Justin Holiday,72
2015,242,Rondae Hollis-Jefferson,72
2015,242,Kris Humphries,72
2015,242,Richard Jefferson,72
2015,242,Jonas Jerebko,72
2015,242,Wesley Johnson,72
2015,242,Kosta Koufos,72
2015,242,Meyers Leonard,72
2015,242,Jon Leuer,72
2015,242,Trey Lyles,72
2015,242,Shelvin Mack,72
2015,242,CJ McCollum,72
2015,242,Anthony Morrow,72
2015,242,Mike Muscala,72
2015,242,Jameer Nelson,72
2015,242,Kyle O'Quinn,72
2015,242,Cameron Payne,72
2015,242,Quincy Pondexter,72
2015,242,Otto Porter,72
2015,242,Andre Roberson,72
2015,242,Brian Roberts,72
2015,242,Mike Scott,72
2015,242,Ramon Sessions,72
2015,242,Jason Smith,72
2015,242,Tony Snell,72
2015,242,Marcus Thornton,72
2015,242,Noah Vonleh,72
2015,242,TJ Warren,72
2015,242,Derrick Williams,72
2015,242,Mario Chalmers,72
2015,242,Caron Butler,72
2015,242,Charlie Villanueva,72
2015,242,Kendrick Perkins,72
2015,242,Kevin Seraphin,72
2015,242,Jarnell Stokes,72
2015,288,Lavoy Allen,71
2015,288,Justin Anderson,71
2015,288,Kyle Anderson,71
2015,288,Darrell Arthur,71
2015,288,Bojan Bogdanovic,71
2015,288,Dewayne Dedmon,71
2015,288,Raymond Felton,71
2015,288,Channing Frye,71
2015,288,Udonis Haslem,71
2015,288,Spencer Hawes,71
2015,288,Rodney Hood,71
2015,288,Ray McCallum,71
2015,288,Josh McRoberts,71
2015,288,Shabazz Napier,71
2015,288,Kelly Oubre,71
2015,288,Miles Plumlee,71
2015,288,Bobby Portis,71
2015,288,Pablo Prigioni,71
2015,288,Kyle Singler,71
2015,288,Garrett Temple,71
2015,288,Jason Terry,71
2015,288,Hollis Thompson,71
2015,288,Marvin Williams,71
2015,288,Kendall Marshall,71
2015,288,Chase Budinger,71
2015,288,Louis Amundson,71
2015,288,Ryan Hollins,71
2015,288,Henry Sims,71
2015,316,Jordan Adams,70
2015,316,Luke Babbitt,70
2015,316,Clint Capela,70
2015,316,Sam Dekker,70
2015,316,Matthew Dellavedova,70
2015,316,Spencer Dinwiddie,70
2015,316,Wayne Ellington,70
2015,316,James Ennis,70
2015,316,Jeremy Evans,70
2015,316,Alonzo Gee,70
2015,316,Joe Ingles,70
2015,316,TJ McConnell,70
2015,316,KJ McDaniels,70
2015,316,E'Twaun Moore,70
2015,316,Raul Neto,70
2015,316,Ishmael Smith,70
2015,316,Lance Thomas,70
2015,316,Anthony Tolliver,70
2015,316,Jeff Withey,70
2015,316,Delon Wright,70
2015,316,Metta World Peace,70
2015,316,Sergey Karasev,70
2015,316,DeJuan Blair,70
2015,316,Drew Gooden,70
2015,316,Jason Thompson,70
2015,316,Matt Bonner,70
2015,316,Sonny Weems,70
2015,343,Quincy Acy,69
2015,343,Cliff Alexander,69
2015,343,Alan Anderson,69
2015,343,Anthony Bennett,69
2015,343,Tarik Black,69
2015,343,Dante Cunningham,69
2015,343,Tim Frazier,69
2015,343,Archie Goodwin,69
2015,343,Jerami Grant,69
2015,343,Jerian Grant,69
2015,343,Montrezl Harrell,69
2015,343,Marcelo Huertas,69
2015,343,James Jones,69
2015,343,Tyus Jones,69
2015,343,Joffrey Lauvergne,69
2015,343,Kevon Looney,69
2015,343,Boban Marjanovic,69
2015,343,Luc Mbah a Moute,69
2015,343,Adreian Payne,69
2015,343,Ronnie Price,69
2015,343,Terry Rozier,69
2015,343,JaKarr Sampson,69
2015,343,Jonathon Simmons,69
2015,343,Nik Stauskas,69
2015,343,Mirza Teletovic,69
2015,343,Rashad Vaughn,69
2015,343,Sasha Vujacic,69
2015,343,Perry Jones,69
2015,343,Robert Sacre,69
2015,343,PJ Hairston,69
2015,343,Cory Jefferson,69
2015,343,Damien Inglis,69
2015,343,Furkan Aldemir,69
2015,343,Sasha Kaun,69
2015,343,Tibor Pleiss,69
2015,378,Anthony Brown,68
2015,378,Moe Harkless,68
2015,378,Darrun Hilliard,68
2015,378,Nikola Jokic,68
2015,378,Doug McDermott,68
2015,378,Jordan McRae,68
2015,378,Salah Mejri,68
2015,378,Jordan Mickey,68
2015,378,Mike Miller,68
2015,378,Larry Nance Jr,68
2015,378,Andrew Nicholson,68
2015,378,Lucas Nogueira,68
2015,378,Dwight Powell,68
2015,378,Norman Powell,68
2015,378,Willie Reed,68
2015,378,Damjan Rudez,68
2015,378,James Young,68
2015,378,Joseph Young,68
2015,378,Steve Blake,68
2015,378,Chuck Hayes,68
2015,378,Phil Pressey,68
2015,378,Cleanthony Early,68
2015,378,Lamar Patterson,68
2015,401,Michael Beasley,67
2015,401,Reggie Bullock,67
2015,401,Pat Connaughton,67
2015,401,Allen Crabbe,67
2015,401,Seth Curry,67
2015,401,Troy Daniels,67
2015,401,Tyler Ennis,67
2015,401,JaMychal Green,67
2015,401,Joe Harris,67
2015,401,Richaun Holmes,67
2015,401,RJ Hunter,67
2015,401,John Jenkins,67
2015,401,Jarell Martin,67
2015,401,James Michael McAdoo,67
2015,401,Chris McCullough,67
2015,401,Glenn Robinson III,67
2015,401,CJ Wilcox,67
2015,401,Alan Williams,67
2015,401,Christian Wood,67
2015,401,Maurice Ndour,67
2015,401,Jimmer Fredette,67
2015,401,Martell Webster,67
2015,401,Chris Copeland,67
2015,401,Russ Smith,67
2015,401,Devyn Marble,67
2015,401,Shayne Whittington,67
2015,427,Ian Clark,66
2015,427,Cristiano Felicio,66
2015,427,Aaron Harrison,66
2015,427,Steve Novak,66
2015,427,Josh Richardson,66
2015,427,Elliot Williams,66
2015,427,Quincy Miller,66
2015,427,Christapher Johnson,66
2015,427,Joel Anthony,66
2015,427,Ryan Kelly,66
2015,427,Branden Dawson,66
2015,438,Bruno Caboclo,65
2015,438,Rakeem Christmas,65
2015,438,Jarell Eddie,65
2015,438,Gary Harris,65
2015,438,Josh Huestis,65
2015,438,Luis Montero,65
2015,438,Eric Moreland,65
2015,438,Brandon Rush,65
2015,438,Walter Tavares,65
2015,438,Erick Green,65
2015,438,Chris Babb,65
2015,449,Johnny O'Bryant,64
2015,450,Duje Dukan,63
2015,451,Sean Kilpatrick,62
2016,1,LeBron James,96
2016,2,Stephen Curry,94
2016,3,Kevin Durant,93
2016,3,Kawhi Leonard,93
2016,3,Russell Westbrook,93
2016,6,Chris Paul,91
2016,7,DeMarcus Cousins,90
2016,7,Anthony Davis,90
2016,7,Draymond Green,90
2016,7,James Harden,90
2016,7,Klay Thompson,90
2016,12,Paul George,89
2016,12,Kyrie Irving,89
2016,12,Damian Lillard,89
2016,15,LaMarcus Aldridge,88
2016,15,Carmelo Anthony,88
2016,15,Jimmy Butler,88
2016,15,Karl-Anthony Towns,88
2016,15,John Wall,88
2016,20,DeMar DeRozan,87
2016,20,Andre Drummond,87
2016,20,Blake Griffin,87
2016,20,Dwyane Wade,87
2016,24,Chris Bosh,86
2016,24,Kyle Lowry,86
2016,24,Paul Millsap,86
2016,24,Lance Stephenson,86
2016,28,Eric Bledsoe,85
2016,28,Mike Conley,85
2016,28,Derrick Favors,85
2016,28,Marc Gasol,85
2016,28,Al Horford,85
2016,28,DeAndre Jordan,85
2016,28,Isaiah Thomas,85
2016,28,Kemba Walker,85
2016,28,Hassan Whiteside,85
2016,37,Pau Gasol,84
2016,37,Gordon Hayward,84
2016,37,Dwight Howard,84
2016,37,Dirk Nowitzki,84
2016,41,Giannis Antetokounmpo,83
2016,41,CJ McCollum,83
2016,43,Avery Bradley,82
2016,43,Reggie Jackson,82
2016,43,Kevin Love,82
2016,43,Jonas Valanciunas,82
2016,43,Andrew Wiggins,82
2016,48,Steven Adams,81
2016,48,Jae Crowder,81
2016,48,Rudy Gobert,81
2016,48,Andre Iguodala,81
2016,48,Brook Lopez,81
2016,48,Khris Middleton,81
2016,48,Kristaps Porzingis,81
2016,48,Rajon Rondo,81
2016,48,Tristan Thompson,81
2016,57,Kenneth Faried,80
2016,57,Danilo Gallinari,80
2016,57,Rudy Gay,80
2016,57,Rodney Hood,80
2016,57,Tony Parker,80
2016,57,Zach Randolph,80
2016,57,Derrick Rose,80
2016,57,Nikola Vucevic,80
2016,65,Ryan Anderson,79
2016,65,Harrison Barnes,79
2016,65,Nicolas Batum,79
2016,65,Bradley Beal,79
2016,65,Kentavious Caldwell-Pope,79
2016,65,Tyreke Evans,79
2016,65,Manu Ginobili,79
2016,65,Marcin Gortat,79
2016,65,Jrue Holiday,79
2016,65,Serge Ibaka,79
2016,65,Al Jefferson,79
2016,65,Nikola Jokic,79
2016,65,Enes Kanter,79
2016,65,Michael Kidd-Gilchrist,79
2016,65,Greg Monroe,79
2016,65,Jahlil Okafor,79
2016,65,Victor Oladipo,79
2016,65,Chandler Parsons,79
2016,65,D'Angelo Russell,79
2016,65,Ben Simmons,79
2016,65,Jeff Teague,79
2016,65,Thaddeus Young,79
2016,87,Tony Allen,78
2016,87,Will Barton,78
2016,87,Kent Bazemore,78
2016,87,Devin Booker,78
2016,87,Luol Deng,78
2016,87,Goran Dragic,78
2016,87,Evan Fournier,78
2016,87,Tobias Harris,78
2016,87,Brandon Ingram,78
2016,87,Brandon Knight,78
2016,87,Zach LaVine,78
2016,87,Wesley Matthews,78
2016,87,Jabari Parker,78
2016,87,Mason Plumlee,78
2016,87,JJ Redick,78
2016,87,Dennis Schroeder,78
2016,87,Myles Turner,78
2016,87,Marvin Williams,78
2016,105,Al-Farouq Aminu,77
2016,105,Trevor Ariza,77
2016,105,Bismack Biyombo,77
2016,105,Andrew Bogut,77
2016,105,Alec Burks,77
2016,105,Clint Capela,77
2016,105,Jordan Clarkson,77
2016,105,Darren Collison,77
2016,105,Jamal Crawford,77
2016,105,Ed Davis,77
2016,105,Gorgui Dieng,77
2016,105,Kris Dunn,77
2016,105,Monta Ellis,77
2016,105,Joel Embiid,77
2016,105,Eric Gordon,77
2016,105,Joe Johnson,77
2016,105,Robin Lopez,77
2016,105,Joakim Noah,77
2016,105,Nerlens Noel,77
2016,105,Julius Randle,77
2016,105,Ricky Rubio,77
2016,105,JR Smith,77
2016,105,Jared Sullinger,77
2016,105,Evan Turner,77
2016,105,Louis Williams,77
2016,105,Justise Winslow,77
2016,131,Arron Afflalo,76
2016,131,Jose Juan Barea,76
2016,131,Patrick Beverley,76
2016,131,Bojan Bogdanovic,76
2016,131,DeMarre Carroll,76
2016,131,Wilson Chandler,76
2016,131,Robert Covington,76
2016,131,Jared Dudley,76
2016,131,Festus Ezeli,76
